200000,0,3,1,3,-1,-1,-1,-1,0,-1,2913,2913,2913,1109,901,1247,2913,2913,1109,693,1247,1802,-5,0
1000000,0,3,3,2,0,0,0,0,0,0,17154,15909,17919,18877,19420,20053,4620,4059,4620,4620,4620,4620,0,0
100000,0,2,1,2,2,2,2,-1,0,0,47464,39476,36553,41210,41903,0,2888,0,69300,1155,0,0,5,1
400000,1,3,3,1,0,0,0,0,0,0,194865,199579,149603,152675,144532,147443,6563,6930,4248,4096,4140,4264,0,0
200000,1,2,1,2,-1,-1,-2,-2,-1,-1,2310,0,0,0,1132,1633,0,0,0,1132,1633,1040,-8,0
500000,0,2,3,1,-1,-1,-1,-1,-1,-1,17337,13615,6935,3962,6015,-2,13673,6969,3973,6031,0,878,-6,0
200000,1,3,1,2,2,3,2,2,2,2,68060,66332,66875,68570,67170,69171,0,2310,3465,0,3465,4851,13,0
200000,1,3,3,1,1,2,0,0,0,0,115777,113220,115618,118094,120524,123208,0,4223,4389,4389,4620,9933,3,0
200000,0,1,1,3,-1,-1,-1,0,0,0,3105,1802,30104,33015,38572,35657,2772,30104,3465,6930,1280,4620,-3,0
500000,0,2,3,2,0,-1,-1,-2,-2,-2,143823,15281,0,0,0,0,15281,0,0,0,0,0,-8,1
200000,0,3,3,3,0,0,0,0,0,0,171032,172460,168364,110102,111689,109050,8085,5775,4620,4620,4620,4620,0,0
1000000,0,3,3,2,0,0,0,0,0,0,173532,162411,118325,120977,125937,130748,9240,6930,4620,6930,6930,9240,0,0
1500000,1,3,1,3,-2,-2,-2,-2,-2,-2,177320,247260,43996,16999,37736,46292,247456,44024,17064,38057,46292,226854,-12,0
1000000,0,3,3,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,-12,1
100000,1,2,3,1,0,0,0,0,0,0,41527,41063,43627,45163,43807,45452,4620,3927,3003,1529,2310,1726,0,0
200000,1,2,1,2,-1,2,-1,-1,2,2,1074,1074,1756,3142,1197,8127,0,1756,1386,0,6930,0,3,1
1000000,1,2,3,1,1,-1,2,2,2,2,2225,25,25,25,25,25,1164,0,0,0,0,0,8,1
100000,1,3,1,2,0,0,0,2,2,2,18981,22892,28057,27614,34073,33197,4620,5544,1386,6930,0,1386,6,0
1000000,1,2,3,2,0,0,0,0,-1,-1,76976,69508,49014,25121,7688,3373,4708,4770,120,7706,3373,2310,-2,0
400000,0,1,1,1,0,0,-2,-2,-2,-2,89339,0,0,0,0,0,0,0,0,0,0,0,-8,1
1500000,1,3,1,2,0,0,0,0,0,0,451212,463774,475920,471097,458426,463146,20058,23149,18519,37584,15244,13915,0,0
300000,0,1,1,2,-1,-1,-1,0,0,0,901,11666,145604,76757,71779,57831,11666,145604,2541,2541,2310,2310,-3,0
200000,1,3,1,2,0,0,0,0,0,0,138734,114685,101566,95003,90406,66325,4237,3714,3601,3765,3003,2310,0,0
1000000,1,2,3,2,0,0,0,0,0,0,357768,352684,310568,314666,271714,248653,12012,12012,23100,9272,9372,9240,0,0
300000,1,3,3,2,2,2,2,0,0,0,89529,95408,90661,102592,53925,52881,9933,0,20966,20300,2310,4620,6,0
500000,1,3,1,3,1,-2,-2,-2,-2,-1,-751,-1666,-2580,-3495,-4410,136329,0,0,0,0,143178,5082,-8,0
500000,0,3,3,1,0,0,0,0,0,0,155408,150989,159106,113093,104539,96720,6930,23100,4620,3465,3465,3696,0,0
1000000,1,2,3,1,-1,-1,-1,-1,-1,-1,7743,7743,7743,7743,7743,7743,7743,7743,7743,7743,7743,7743,-6,0
100000,1,3,1,2,0,0,0,0,0,0,27838,30263,33294,33440,34170,34985,2888,3550,1386,1271,1386,1848,0,0
500000,1,3,3,2,-2,-2,-2,-2,-2,-2,-270,5944,-178,-178,4211,524,6214,0,0,4389,531,0,-12,1
100000,1,3,3,1,3,2,0,0,2,2,69480,66156,60099,64195,62853,70473,201,4625,7392,0,9069,0,9,1
200000,0,2,3,2,1,2,0,0,0,0,59291,61079,62862,65884,65738,67112,3465,3465,4091,3465,2432,2525,3,0
400000,0,2,3,2,1,2,2,2,0,0,321102,312659,341975,330928,329219,328394,0,34650,0,11779,12640,11550,7,0
500000,1,1,1,2,0,0,0,-2,-2,-2,48300,56045,4802,1830,3800,3800,9845,4812,1830,3800,0,1873,-6,0
1000000,0,2,1,3,0,0,-1,-1,-1,2,68519,12437,10367,6075,347,774,3548,10418,6126,347,427,0,-1,1
100000,0,3,3,2,0,0,2,0,0,0,31917,35569,36618,38951,39725,40559,4193,2310,2954,1418,1471,5429,2,0
100000,0,3,3,1,-2,-2,-1,2,0,0,2310,0,38503,37203,38106,38974,0,58822,0,1848,1848,1848,-3,0
400000,0,3,1,2,0,0,0,0,0,0,190134,214095,238542,270704,261880,275338,29295,30642,39704,23100,34650,0,0,1
300000,1,1,1,3,0,0,0,0,0,0,91779,88408,85142,81883,77304,73181,4620,4620,4620,3234,3234,3955,0,0
300000,1,3,1,2,0,0,0,0,0,2,90090,92684,95211,97466,103308,101695,4389,4389,4158,7392,0,4620,2,0
200000,1,3,3,2,0,0,0,0,0,-1,96382,212645,115777,45246,24433,17401,11550,11827,23775,12883,17401,2310,-1,0
300000,1,2,3,1,-1,-1,-1,-1,-1,-1,11093,11093,10889,26893,11312,8598,11102,10899,27106,11321,8600,8600,-6,0
300000,1,3,3,1,1,2,0,0,2,2,13989,13421,15847,19258,18605,20608,0,2657,3696,0,2310,0,7,1
1000000,1,3,1,1,0,0,2,0,0,0,740667,723169,676957,622741,573095,552148,28875,51,25768,21021,20097,21213,2,0
100000,1,2,3,1,0,0,0,2,2,0,18776,19566,23689,21689,19277,19801,3234,5775,1155,0,1155,4620,4,0
400000,1,3,1,3,0,0,0,0,0,0,249568,254599,195232,167223,141598,143666,9702,6519,5396,5978,5198,5754,0,0
400000,1,3,1,2,2,2,2,0,0,-2,56997,54477,53091,53091,0,0,6468,0,462,0,0,0,4,1
300000,1,3,3,1,0,0,0,0,0,0,261037,261651,254280,259796,256627,252351,13483,12599,13183,9600,9524,10090,0,0
100000,0,1,3,1,2,2,4,4,4,4,3812,3812,3812,3812,3812,3812,0,0,0,0,0,0,20,1
400000,0,3,3,1,2,0,0,0,0,0,329630,317091,309002,277863,270693,276218,11573,14731,12945,9610,19032,0,2,1
100000,0,1,1,3,1,3,2,2,0,0,43516,42141,43541,40942,40480,0,0,2772,0,0,0,0,8,1
200000,1,2,3,1,-1,-1,-1,-1,0,0,901,901,901,91672,92652,95410,901,1802,91672,3088,11550,10848,-4,0
500000,1,3,1,2,0,0,0,0,0,0,16553,18473,20310,21227,10173,13185,3465,3465,2310,1155,4620,1261,0,0
200000,1,3,1,2,0,0,0,0,0,0,101760,73989,71705,60515,59457,63892,4620,3352,6930,1991,11550,23100,0,0
1000000,0,3,1,3,-2,-1,-1,-2,-2,-2,116415,103176,19173,5059,56824,17131,103176,19222,5059,56824,17131,178320,-10,0
1000000,1,2,3,3,-1,-1,-1,-1,-1,-1,10681,6639,2795,1460,35211,12638,6671,2809,1478,35230,12640,9344,-6,0
1000000,1,2,1,2,-1,-1,-2,-2,-2,-2,732,0,0,0,0,0,0,0,0,0,0,0,-10,1
1000000,1,3,3,2,0,0,-1,-1,0,-1,22631,12319,7621,20296,15710,19607,2310,7695,20296,2310,19607,0,-3,1
300000,0,3,1,2,0,0,0,0,0,0,232615,218360,205613,188369,174618,158732,7780,9228,6468,7547,6743,772,0,0
100000,0,2,3,1,-1,2,2,2,2,2,35535,37288,36004,40014,39057,40573,3003,0,4620,0,2864,0,9,1
200000,0,1,3,3,0,0,0,0,0,0,111446,63885,53518,46766,46780,46131,2971,49845,3026,1631,1862,1515,0,0
1500000,0,2,1,2,0,0,2,2,-1,2,143888,146650,4655,-280,1568,1222,6024,0,0,1848,0,3465,5,0
200000,1,1,1,2,-1,-1,-1,-1,-1,-1,8145,23398,14091,14830,1400,16697,23398,14091,14863,1400,16697,33234,-6,0
1000000,0,2,1,2,-1,-1,-1,-1,-1,-1,19034,19034,19034,19034,35281,37205,19034,19034,19034,35281,37205,22384,-6,0
200000,0,3,1,3,-2,-2,-2,-2,-2,-2,8145,-9,3403,5814,2811,10300,0,3412,5830,3049,10561,5096,-12,0
1000000,1,2,1,2,1,-1,-1,0,0,-1,3137,5974,25643,48743,6544,11134,6036,25643,23100,6558,11148,3123,-2,0
200000,1,1,1,3,-1,-1,-1,2,2,3,5812,0,4366,3955,9656,8824,0,4366,0,5828,0,0,4,1
300000,1,3,3,1,-1,-1,-1,-2,-2,-2,26657,3003,0,0,0,0,3010,0,0,0,0,0,-9,1
300000,1,3,1,2,0,0,0,0,0,2,425978,392226,357433,318944,291619,285167,17094,15477,10857,18018,0,272303,2,0
400000,1,2,3,1,2,0,0,0,0,0,61499,66674,78653,83301,92407,104927,6930,13860,6930,11550,13860,11550,2,0
1000000,1,3,3,1,0,0,0,0,0,0,100337,108300,102053,103266,103943,104410,11578,5775,4620,4620,6930,6930,0,0
500000,0,2,1,2,0,0,-1,-1,-1,-1,236186,239408,1830,915,0,1261,11550,1830,915,0,1261,915,-4,0
300000,1,2,3,2,-1,-1,-1,-1,-1,-1,1485,1354,8455,13292,13088,13088,1354,8455,13292,13088,13088,14428,-6,0
1000000,0,3,3,2,2,0,0,2,0,0,655446,668763,698916,654552,636084,621092,27750,48605,3497,21072,21987,21273,4,0
400000,0,2,3,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,3465,-9,0
400000,0,1,3,2,2,2,2,2,2,0,336398,335733,314675,263206,253296,252063,13872,485,18256,0,9663,9732,10,0
200000,1,3,3,1,0,0,0,0,0,-1,117071,118401,109480,18200,-4481,63629,4620,3465,0,0,69300,1515,-1,0
1000000,1,1,3,3,-1,-1,-1,-1,-1,-1,35156,61317,83855,105990,38783,14227,61899,84504,106519,38977,14299,51206,-6,0
200000,1,3,3,3,1,4,3,2,2,2,23155,22460,21776,20963,23185,28882,0,0,0,2310,0,610,14,0
1000000,0,2,1,3,-2,-2,-2,-2,-2,-2,86304,50349,24943,21247,5345,33488,50596,25022,21354,5371,33652,67565,-12,0
200000,1,2,3,2,0,0,0,0,0,0,158496,161109,162423,165479,121208,123160,6006,6930,6930,4620,4620,5669,0,0
400000,1,3,1,1,0,0,0,0,0,0,95974,94537,84950,82876,80416,78307,4620,4158,3003,3234,3234,2310,0,0
500000,1,3,3,2,6,5,4,3,2,0,164726,160952,157025,158161,155784,129737,0,0,4620,0,4447,2610,20,0
300000,0,1,1,2,1,-1,-1,-2,-1,0,0,1940,0,0,146828,153661,1940,0,0,146828,9240,6930,-4,0
400000,0,3,1,2,2,2,2,0,0,0,358805,367967,357951,364490,370251,231492,18480,0,16863,16170,10164,2772,6,0
1000000,0,1,1,2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,-12,1
100000,0,3,3,3,1,2,0,0,0,0,21478,21005,19700,21527,21892,22490,2310,2772,2638,693,924,785,3,0
300000,1,3,1,2,1,2,0,0,3,2,177235,173021,175777,195096,190633,187309,0,6930,22308,0,0,7392,8,0
200000,0,3,1,2,0,0,0,0,-1,-1,110395,41843,42158,-32,166,1520,4620,2310,4620,1155,2310,46225,-2,0
400000,0,3,3,2,0,0,0,0,0,-1,88367,89903,39831,42684,8180,14920,4405,4620,4620,693,14920,6930,-1,0
1000000,1,3,1,2,0,0,0,0,0,0,105657,108512,111367,109536,112398,111178,4620,4620,4620,4620,4620,4620,0,0
200000,1,3,1,3,0,0,0,0,0,0,111880,114724,114126,109776,66322,64819,8085,4650,4304,2324,3003,5775,0,0
500000,0,2,3,2,-2,-1,0,0,0,2,-4350,21270,238762,179760,60698,7473,34980,231132,675,23144,37,1871,-1,0
500000,0,3,1,3,2,-1,-1,-1,-1,-1,476,5826,2913,0,2913,-2913,5826,2913,0,2913,0,12109,-3,0
100000,1,3,1,2,0,0,0,0,0,0,110677,57803,59524,61007,64588,106847,4054,3465,2310,4410,2310,4620,0,0
200000,1,3,3,1,0,-1,0,0,0,-1,1176,1009,8284,5193,5133,11139,1213,8129,5084,5089,19379,18591,-2,0
1000000,0,3,3,2,0,0,2,0,0,0,89284,105523,103146,112127,121222,130529,18480,0,11481,11335,11402,11605,2,0
200000,1,3,3,1,0,0,0,0,0,0,140624,140000,134504,139843,103992,87979,5828,4978,104153,3978,3518,4620,0,0
500000,1,3,3,1,0,-1,0,0,0,0,36359,246251,231409,236331,241658,246817,246251,8547,8778,9240,9413,23100,-1,0
200000,0,3,1,3,0,0,0,0,-1,0,77695,80319,80730,-120,1959,1964,4620,2310,0,2079,5,4040,-1,0
1000000,0,1,1,2,-1,-1,-1,-1,-1,-2,7542,6205,4306,1314,0,0,6205,4306,1314,0,0,0,-7,1
1000000,1,2,3,2,0,0,2,2,0,0,62405,73190,77251,74754,75117,74631,13167,6468,0,2784,2832,3077,4,0
300000,1,2,1,2,-1,-1,-1,-1,-1,-1,14230,7563,14299,709,6630,1548,7568,14428,709,6630,1548,3146,-6,0
200000,1,3,1,1,0,0,0,0,0,0,117805,118048,116105,46902,46937,46962,5103,3987,1640,1672,1693,1645,0,0
500000,1,3,1,2,0,0,0,0,-2,-2,18792,29155,41550,-229,-229,-229,11550,34650,0,0,0,31301,-4,0
200000,1,1,1,3,0,0,0,0,0,0,9388,13830,17831,19838,21462,25703,4620,4620,2310,2310,4620,4620,0,0
100000,0,2,3,1,2,0,0,2,2,0,84223,86738,93617,94793,90328,89963,4620,9009,3465,0,3696,3696,6,0
1000000,0,2,3,2,-2,-2,-2,-2,-1,-1,35648,25029,51130,75821,4382,12998,25066,51416,46376,4849,13460,0,-10,1
200000,1,1,1,3,0,0,0,0,0,-1,14329,14167,11093,7129,3987,2345,2527,2483,2310,81,2345,901,-1,0
100000,1,3,3,1,-1,3,2,2,0,0,41629,40284,40346,41224,42296,43712,0,1386,2310,2310,2310,1617,6,0
400000,1,3,3,1,-2,-2,-2,-2,-1,2,457,11143,2948,11157,23680,13181,11199,2961,11213,23680,0,16928,-7,0
200000,1,3,3,3,0,0,0,2,0,0,139203,138898,132797,110524,111952,113051,5161,12268,0,4128,3927,3465,2,0
2500000,1,2,1,2,0,0,0,0,0,0,129113,136593,142989,134500,141670,114042,23273,23246,23239,23165,23197,23227,0,0
1000000,1,3,1,1,1,2,0,0,0,0,720690,705513,683781,213797,217738,223765,0,28875,7392,6930,6930,6930,3,0
300000,1,3,3,1,0,0,0,0,-1,0,108817,140448,157299,148623,35856,118586,41580,23100,6087,35856,95024,4620,-1,0
1000000,1,2,3,2,-2,-2,-2,-2,-2,-2,1527,1527,619,0,0,0,0,619,0,0,0,0,-12,1
400000,1,3,3,1,0,0,0,2,2,2,303386,285153,306114,308956,310071,304888,13860,29106,11319,11793,0,11666,6,0
200000,1,2,1,1,0,0,0,0,0,0,158309,160487,160734,160751,158762,160092,7623,7161,6468,6006,6791,6930,0,0
1000000,1,3,1,2,-1,-1,-1,-1,-1,0,1910,1910,1910,2393,35133,35010,1910,1910,2393,34650,2310,2310,-5,0
200000,1,3,3,1,0,0,0,0,0,2,61896,64809,67646,70425,78150,76549,4620,4620,4620,9240,0,4620,2,0
1000000,1,3,3,2,0,0,0,0,0,0,620230,629514,636978,640563,484516,489782,23100,27720,18480,16170,16170,11550,0,0
1000000,0,2,3,3,0,0,0,0,0,0,517535,549958,566844,575063,519233,26720,43428,27720,23100,46244,6930,20790,0,0
100000,1,1,1,2,0,0,0,0,0,0,30106,32435,34800,37138,37875,38667,2846,2901,2929,1356,1402,1411,0,0
200000,1,3,1,1,0,0,0,0,0,0,161587,163368,163583,145953,73072,72245,7392,7397,6905,2497,2539,2640,0,0
200000,1,3,1,1,0,0,0,0,0,0,161150,159191,159972,162659,159880,162887,5660,6006,6237,5775,6468,5775,0,0
500000,1,3,3,2,0,0,0,0,0,0,59817,60460,60661,61920,20772,25193,4620,4620,4620,2310,4620,4620,0,0
100000,1,3,3,1,2,2,-2,-2,-1,-1,39988,0,0,0,10624,11039,0,0,0,10624,1617,0,-2,1
400000,1,3,3,2,-2,-2,-1,-1,-1,-1,6912,3003,20557,14454,-2765,28069,3003,27808,24708,1416,32945,0,-8,1
400000,1,3,1,3,-2,-2,-2,-2,-2,-2,11284,1499,-21,-21,7339,-23,1502,0,0,7360,0,0,-12,1
